enact_the_homestead_act_desc;The Homestead Act is designed to give eligible applicants freehold titles for lands of up to 160 acres in size, all contributing to the image and perception of Hroudsted as a land of opportunity and new beginnings.;;;;;;;;;;;;;
trail_of_tears_title;The Trail of Tears;;;;;;;;;;;;;
trail_of_tears_desc;The 'Trail of Tears' is the English rendition of the Cherokee name for the forced relocation of the greater Cherokee nation from its homelands in the south-eastern Hroudsted to the newly established Native territories in Vinland. By the Innfødtr Removal Act of 1830, enacting this decision lies within our prerogative.;;;;;;;;;;;;;
EVTNAME99942;Trail of Tears;;;;;;;;;;;;;
EVT99942OPTA;How can someone be this cruel?;;;;;;;;;;;;;
EVTDESC99942;Tragically, the abhorrent act of forcible deportation has unfolded, orchestrated by the Hrouds, thrusting the indigenous peoples into the vast expanse of Vinlandic territories. This heinous transgression, characterized by the cruel uprooting of communities deeply rooted in their ancestral lands, represents a flagrant violation of their inherent rights and a brazen display of power.\n\nWith callous disregard for the profound cultural heritage and spiritual connection that binds these native populations to their homelands, the Hrouds have resorted to coercive measures, shattering the very fabric of their existence. The forceful displacement imposes immense physical and emotional strain upon the dispossessed, wrenching them from their familiar surroundings and compelling them to navigate unfamiliar terrain under the weight of despair.;;;;;;;;;;;;;
EVTDESC99942_NEWS_LONG;Tragically, the abhorrent act of forcible deportation has unfolded, orchestrated by the Hrouds, thrusting the indigenous peoples into the vast expanse of Vinlandic territories. This heinous transgression, characterized by the cruel uprooting of communities deeply rooted in their ancestral lands, represents a flagrant violation of their inherent rights and a brazen display of power.;;;;;;;;;;;;;
EVTDESC99942_NEWS_MEDIUM;Tragically, the Hrouds have forcibly deported indigenous peoples into Vinlandic territories, cruelly uprooting communities with deep ancestral ties. This heinous act flagrantly violates their inherent rights, displaying a brazen abuse of power.;;;;;;;;;;;;;
EVTDESC99942_NEWS_SHORT;Natives have been forcefully deported by the Hrouds into Vinlandic territories.;;;;;;;;;;;;;
gag_rule_title;House Gag Rule;;;;;;;;;;;;;
gag_rule_desc;The seemingly irresolvable debate over slavery threatens to tear our country apart. If we were to introduce a gag rule in the House of Representatives, barring bills on the slavery issue from being presented to the House, we could hope to at least alleviate some of the worst tensions;;;;;;;;;;;;;
corwin_amendment_title;Koorvan Amendment;;;;;;;;;;;;;
corwin_amendment_desc;Tensions over slavery are about to reach the boiling point. By introducing Senator Tomas Koorvan's proposed constitutional amendment, we can bar congress from enacting any constitutional amendments banning or interfering slavery. This measure is desperate, but so is the situation.;;;;;;;;;;;;;
nashville_convention_title;Holwerdoarp Convention;;;;;;;;;;;;;
nashville_convention_desc;Several representatives of the Southern states oppose the talk of secession that are being voiced in more extremist circles. If we informally endorse a convention between them, they might be able to calm the secessionist mood.;;;;;;;;;;;;;
EVTNAME44116;The Second Great Awakening;;;;;;;;;;;;;
EVTDESC44116;By the mid-1830s a wave of religious zeal was sweeping across the Hroudsted. Driven by charismatic preachers who called for the faithful to return to the original teachings of the Bible and lead upstanding moral lives, the movement would spawn several new Protestant, Catholic and Meinwerkist sects, lead to debates and schisms within established sects over points of theology and ritual, and reinforce the power and influence of Christian teachings among the lower and middle classes of the Hroud people at a time when religious fervor in Europe was decreasing.;;;;;;;;;;;;;
EVTOPTA44116;The spirit seizes the imagination.;;;;;;;;;;;;;
EVTDESC44116_NEWS_LONG;By the mid-1830s a wave of religious zeal was sweeping across the Hroudsted. Driven by charismatic preachers who called for the faithful to return to the original teachings of the Bible and lead upstanding moral lives, the movement would spawn several new Protestant, Catholic and Meinwerkist sects, lead to debates and schisms within established sects over points of theology and ritual, and reinforce the power and influence of Christian teachings among the lower and middle classes of the Hroud people at a time when religious fervor in Europe was decreasing.;;;;;;;;;;;;;
EVTDESC44116_NEWS_MEDIUM;By the mid-1830s a wave of religious zeal was sweeping across the Hroudsted. Driven by charismatic preachers who called for the faithful to return to the original teachings of the Bible and lead upstanding moral lives, the movement would spawn several new Protestant, Catholic and Meinwerkist sects.;;;;;;;;;;;;;
EVTDESC44116_NEWS_SHORT;By the mid-1830s a wave of religious zeal was sweeping across the Hroudsted. Driven by charismatic preachers who called for the faithful to return to the original teachings of the Bible.;;;;;;;;;;;;;
EVTNAME999065;The Slavery Debate;;;;;;;;;;;;;
EVTDESC999065;A recent incident involving the death of several slaves at the hands of their owner has gained national attention in the $COUNTRY_ADJ$ election, with both sides pouncing on the debate. Abolitionists say that this is but one more example of slavery being responsible for the inhumane treatment of one's fellow man. Proponents claim this is a matter for the courts to resolve, and accuse the Abolitionists of stirring up an isolated incident.;;;;;;;;;;;;;
EVTNAME16001;The Slavery Debate;;;;;;;;;;;;;
EVTDESC16001;The one issue that the Hroudsted Convention never able to answer conclusively, was the question concerning the status of slavery within the nation. This inflamed debate has only gained traction in the years since the revolution, and it is presently the singular most important issue on our country's political agenda. Some radical southerners feel that there is no possible compromise to be found on the issue, and that secession is the only alternative to being dominated into emancipation by the central power in Wassyngton. Should our Senate ever be in a position to force political reform on the South, a 40 percent Liberal Upper House, we can be certain that it will not happen without opposition.;;;;;;;;;;;;;
EVTOPTA16001;We can expect this issue to linger for some time;;;;;;;;;;;;;
the_slavery_debate;The Slavery Debate;;;;;;;;;;;;;
desc_the_slavery_debate;The debate over slavery is alive in the Hroudsted, and popular consciousness over the issue is rising every day. If the Upper House ever has 30 percent or more Liberal representation, the South might very well decide to secede.;;;;;;;;;;;;;
EVTNAME36898;The Ascension of Victoria Itzik-Sarriod;;;;;;;;;;;;;
EVTDESC36898;Today, in the year of $YEAR$, Elohem the Third, King of the United Kingdom of Albion and Pictland, Defender of the Jews, died in Itzik Castle. As he had no living legitimate children, Princess Victoria of Kent, Elohem's niece, found herself ruling one of the Great Powers in Europe. Her coronation is scheduled for the 28th of June, 1838, when princess Alexandrina Victoria of House Itzik will officially ascend to the throne of the United Kingdom of Albion and Pictland as 'Queen Victoria'. Today a jubilant crowd in London has escorted the young Queen Victoria to her residence in the newly reformed Buckingham Palace.;;;;;;;;;;;;;
EVTNAME44117;Unitarianism in Hroudsted;;;;;;;;;;;;;
EVTDESC44117;The rise of numerous sects within Meinwerkist Christianity in Hroudsted in the early 19th Century would create an environment for further theological speculation. One of the most influential movements to arise from this would be Hroud Unitarianism. Emphasizing the role of reason in understanding theology (and thus rejecting the concept of the Trinity) and the inherent goodness of humanity and its capability for improvement because of reason, Unitarianism would become very influential among middle and upper-class populations in the Northeastern Hroudsted and encourage several movements of social improvement, from public education to abolitionism.;;;;;;;;;;;;;
EVTOPTA44117;Faith and reason can be reconciled to improve humanity.;;;;;;;;;;;;;
EVTNAME44118;The Benevolent Empire;;;;;;;;;;;;;
EVTDESC44118;One direct impact of the religious revival in the Hroudsted in the early nineteenth century would be the explosion in the number of voluntary organizations organized to help improve society by tackling perceived social or moral problems in society, providing comfort to the less fortunate, or promoting self-help via education. Dubbed 'The Benevolent Empire' by historians, these organizations helped provide a community infrastructure for a society rapidly expanding in numbers and being transformed by new economic forces.;;;;;;;;;;;;;
EVTOPTA44118;For the betterment of society.;;;;;;;;;;;;;
EVTNAME44119;Lysbertus Stellingwerf;;;;;;;;;;;;;
EVTDESC44119;As Bishop (and later Archbishop) of Nieuw Amsterdam from 1842 to 1864, Lysbertus would work tirelessly to integrate Roman Catholics, particularly newly-arrived immigrant Catholics, into the fabric of Hroud society while at the same time ensuring that the institutions and assets of the Catholic Church remained firmly under the control of the Catholic hierarchy.;;;;;;;;;;;;;
EVTOPTA44119;An extraordinary man.;;;;;;;;;;;;;
EVTNAME44120;Moral Crusaders;;;;;;;;;;;;;
EVTDESC44120;One of the impacts of the religious revival in the Hroudsted in the early 19th Century would be sustained campaigns against perceived vices by those who believed they were doing God's work by attempting to stamp out such behavior. Saloons were often a favorite target of such crusaders, and on occasion saloons and their patrons would be physically attacked by zealots.;;;;;;;;;;;;;
EVTOPTA44120;Wickedness must be stamped out.;;;;;;;;;;;;;
EVTNAME44121;The Hroud Methodist Episcopal Church;;;;;;;;;;;;;
EVTDESC44121;Established in 1816 as by Afro-Norse members of the Methodist community of Nassau, in the 1830s and 1840s the HME Church would rapidly expand its membership among both free and slave populations in Hroudsted during the era of religious revival, providing a spiritual outlet for the Afro-Norse community completely under their own control and direction and a new platform for challenging the continued practice of slavery in the Dominion.;;;;;;;;;;;;;
EVTOPTA44121;God our Father, Christ our Redeemer, Man our Brother;;;;;;;;;;;;;
EVTNAME16180;Free Staters;;;;;;;;;;;;;
EVTDESC16180;During the most intense days of the slavery debate, some abolitionists organized emigration to the territories of Bliedend and Kusabo in order to prevent these territories from being admitted into the Dominion as slave-states. The theory of popular sovereignty held that a democratic vote in the state would decide on whether the state should be constituted as slave or free. These abolitionists were called Free Staters, and some of them have now turned up in a few states.;;;;;;;;;;;;;
EVTOPTA16180;Let them settle.;;;;;;;;;;;;;
EVTOPTB16180;Enact an ordinance to stop them.;;;;;;;;;;;;;
EVTNAME16150;Copperheads;;;;;;;;;;;;;
EVTDESC16150;The 'Copperheads' were a group of Democrats in the Northern Hroudsted who, during the Civil War, opposed the war, and favored a peace settlement with the South. The moniker came originally from Unionists likening them to poisonous snakes, but it soon struck home with the Copperheads themselves. While there is no war yet, there is staunch resistance to abolitionism within some democratic circles in a few states. Stepping up the local political campaigning could probably neutralize them, but only at the cost of offending southern sentiments.;;;;;;;;;;;;;
EVTOPTA16150;We have more important concerns.;;;;;;;;;;;;;
EVTOPTB16150;Debate them at every opportunity.;;;;;;;;;;;;;
EVTNAME16140;Underground Railroads;;;;;;;;;;;;;
EVTDESC16140;The Underground Railroad was an informal network, run by abolitionists of varying creeds and colors, dedicated to helping slaves escape from the southern slave-states to freedom in the North. We have every reason to believe that a few states recently developed into a hotbed of Railroad activity. We could put pressure on local politicians to combat their activities, but only at the risk of stirring up abolitionist sentiments in the North.;;;;;;;;;;;;;
EVTOPTA16140;Leave it be.;;;;;;;;;;;;;
EVTOPTB16140;Shut it down.;;;;;;;;;;;;;
EVTNAME16120;Abolitionist Pamphlets;;;;;;;;;;;;;
EVTDESC16120;An extensive tract, describing the purported unconstitutionality of slavery, is being widely disseminated in a few slave states. Allowing its continued circulation might upset the lower classes -- where it has seen its widest circulation -- but attempting to curtail distribution will definitely be regarded as an attack on freedom of speech, which will anger the districts big-wigs. Shall we try to curtail the distribution?;;;;;;;;;;;;;
EVTOPTA16120;Nay!;;;;;;;;;;;;;
EVTOPTB16120;Aye!;;;;;;;;;;;;;
EVTNAME16130;Fugitive Slave;;;;;;;;;;;;;
EVTDESC16130;Where am I!?', he wakes up screaming. Upon being told that he was found collapsed just a few yards north across from the state border, he starts laughing. It's a calm laugh, interrupted only by the occasional cough. - Oh merciful Lord, I'm in a free state!' The man is a slave, escaped from some or other plantation down South of Kijku. He's wounded, but still alive. What perils he has suffered on his way to the free state, only the good Lord knows. Federal law mandates that he be returned to his owner.;;;;;;;;;;;;;
EVTOPTA16130;The law is the law.;;;;;;;;;;;;;
EVTOPTB16130;He stays free.;;;;;;;;;;;;;
EVTNAME16100;Hroud Anti-Slavery Society;;;;;;;;;;;;;
EVTDESC16100;Founded in 1833, the Hroud Anti-Slavery Society was an organization on the forefront of the Hroud abolitionist movement. With notable members such as Minke Miedema and Sjouktsje van der Sluis, the society organized meetings, speakings and even published a weekly newspaper between 1840 and 1870, all with the aim of abolishing slavery in Hroudsted. The society has now opened a charter in a few new states. We could attempt to prevent the charter from forming, but that would be perceived as an assault on our republican traditions.;;;;;;;;;;;;;
EVTOPTA16100;Leave them be.;;;;;;;;;;;;;
EVTOPTB16100;Suppress the society.;;;;;;;;;;;;;
EVTNAME16090;Redjevens of The Golden Circle;;;;;;;;;;;;;
EVTDESC16090;A secret society dedicated to promoting perceived southern interests in Hroudsted, by the expansion of slavery, The Redjevens of The Golden Circle have established a chapter in new states. We could attempt to suppress the society, but that would be perceived as an assault on our republican traditions by the local populace.;;;;;;;;;;;;;
EVTOPTA16090;Leave them be.;;;;;;;;;;;;;
EVTOPTB16090;Suppress the society.;;;;;;;;;;;;;
EVTNAME16070;Fire-Eaters;;;;;;;;;;;;;
EVTDESC16070;It has put at rest, forever, all the agitating questions relating to our peculiar institution.'\n\nHis words are soft-spoken, but carry an inner flame of righteous anger directed at anyone and anything he deems as threatening the institution of slavery. 'Fire-Eaters', radical pro-slavery agitators, have appeared in some Kusabo states.;;;;;;;;;;;;;
EVTOPTA16070;All men were created equal...;;;;;;;;;;;;;
EVTOPTB16070;Never were truer words spoken!;;;;;;;;;;;;;
EVTNAME16030;A Southern Belle;;;;;;;;;;;;;
EVTDESC16030;Clad in her white dress, strolling down the streets, her radiance, nobility, and simple beauty turns heads. Speaking, her gentleness, kindness, hospitality and accent -- all draped in the flavors of magnolias, soft cotton and southern verandahs -- do the same. Virtue, honor, and dignity in manifest form, such are the women of the South. A toast, to Kusabo!;;;;;;;;;;;;;
EVTOPTA16030;To our knights!;;;;;;;;;;;;;
EVTOPTB16030;To southern labour!;;;;;;;;;;;;;
EVTNAME98206;The Battle of Blood River;;;;;;;;;;;;;
EVTDESC98206;The Granjeros encroachment into Shona lands has provoked a reaction: the Battle of Bembezi, prompted by the massacre of José Antonio and his fellow pioneers after they attempted to negotiate borders for the new Bembezi settlement. The Caminantes won a decisive victory at the battle, and have now carved out a new colony -- with the only question remaining whether the Frysk will recognize their independence or continue to treat them as subjects of Leeuwarden. Either way, further conflict seems certain.;;;;;;;;;;;;;
EVT98206OPTA;They are colonial subjects, no more.;;;;;;;;;;;;;
EVT98206OPTB;The Granjeros will stand on their own, if they can.;;;;;;;;;;;;;
EVTDESC98206_NEWS_MEDIUM;The Granjeros encroachment into Shona lands has provoked a reaction: the Battle of Bembezi. The Granjeros won a decisive victory, and have now carved out a new colony -- with the only question remaining whether the Frisians will recognize their independence.;;;;;;;;;;;;;
EVTDESC98206_NEWS_SHORT;The Granjeros encroachment into Shona lands has provoked the Battle of Bembezi. The Granjeros won a decisive victory, and now the question is whether the Frisians will recognize their independence.;;;;;;;;;;;;;
EVTNAME98207;The Bembezi Republic;;;;;;;;;;;;;
EVTDESC98207;The Granjeros which have trekked eastward into Shona lands have reached a surprising settlement with the natives: they have staked out permanent borders for their new colony, and done so in relative peace. The real question remains whether we will allow this new Bembezi Republic to stand. The Granjeros are Frysk subjects, after all, and their existence will no doubt draw more Granjeros to their side... perhaps providing a threat to our African ambitions.;;;;;;;;;;;;;
EVT98207OPTB;Allow them to find their own way.;;;;;;;;;;;;;
EVT98207OPTC;Onwards to Bembezi!;;;;;;;;;;;;;
EVTDESC98207_NEWS_LONG;The Granjeros which have trekked eastward into Shona lands have reached a surprising settlement with the natives: they have staked out permanent borders for their new colony, and done so in relative peace. The real question remains whether the Frysk will allow this new Bembezi Republic to stand. The Granjeros are Frysk subjects, after all, and their existence will no doubt draw more Granjeros to their side... perhaps providing a threat to Frysk ambitions in Africa.;;;;;;;;;;;;;
EVTDESC98207_NEWS_MEDIUM;The Granjeros which have trekked into Shona lands have reached a surprising settlement with the natives: they have staked out permanent borders for their new colony, and done so in relative peace. The real question remains whether the Frysk will allow this new Bembezi Republic to stand.;;;;;;;;;;;;;
EVTDESC98207_NEWS_SHORT;The Granjeros which have trekked into Shona lands have reached a settlement with the natives and staked out permanent borders for the Bembezi Republic - which the Frysk consider to be subjects.;;;;;;;;;;;;;
EVTNAME98210;Frysk Rule of Bembezi;;;;;;;;;;;;;
EVTDESC98210;The Granjeros of Bembezi are once again chafing under Frysk rule, resenting the idea that even though they left the Transvaal they have not escaped the Frysk iron fist. There have been several altercations with Frysk military forces, and the recommendation of the colonial government is that Bembezi be annexed before the situation grows worse. If we do not, then we must allow the Granjeros to find their own way -- and suffer the loss to our prestige this would entail.;;;;;;;;;;;;;
EVT98210OPTA;We will annex Bembezi.;;;;;;;;;;;;;
EVT98210OPTB;Let them go.;;;;;;;;;;;;;
EVTNAME98211;Bembezi Independence!;;;;;;;;;;;;;
EVTDESC98211;After a series of altercations between Frysk colonial forces and the Granjeros militia, the Frysk government has decided to cut its losses and allow Bembezi its independence. Finally we will control our own destiny, away from the Frysk now and forever!;;;;;;;;;;;;;
EVT98211OPTA;We will maintain good relations with the Frysk.;;;;;;;;;;;;;
EVT98211OPTB;The Granjeros will find their own way -- without help.;;;;;;;;;;;;;
EVTNAME98212;The Annexation of Bembezi;;;;;;;;;;;;;
EVTDESC98212;After a series of altercations between Frysk colonial forces and the Bembezi Granjeros militia, we have received a demand from the Frysk government that Bembezi be annexed into Oranje Vrystaat. For all our struggles to leave the Frysk behind, they yet follow us and refuse to allow us independence! So now we are faced with a choice: submit and move on, to find a place beyond their reach once more, or defy them and risk war.;;;;;;;;;;;;;
EVT98212OPTA;We will not submit to Frysk rule!;;;;;;;;;;;;;
EVT98212OPTB;We have no choice. We cannot fight the Frysk.;;;;;;;;;;;;;
EVTNAME98213;The Granjeros Have Refused!;;;;;;;;;;;;;
EVTDESC98213;We have received word from the Bembezi government defying our annexation. Now we must either go to war or stand down in humiliation.;;;;;;;;;;;;;
EVT98213OPTA;War it is!;;;;;;;;;;;;;
EVT98213OPTB;Bembezi is not worth fighting over.;;;;;;;;;;;;;
EVTNAME44104;Wier Brouwer;;;;;;;;;;;;;
EVTDESC44104;Politician and lawyer Wier Brouwer began his reforms of the educational system of Wampanosted. His system of schools became a model for the entire Hroudsted.;;;;;;;;;;;;;
EVTNAME16310;The Kubangobard Decision;;;;;;;;;;;;;
EVTDESC16310;In a ruling delivered today, the Supreme Court has decided that the slaves involved in the violent rebellion aboard the Langobard schooner 'Kubangobard' of 1839, later apprehended near Nassau, were merely, in light of the outlawing of the trans-atlantic slave trade, acting in defense of their personal liberty. The case is viewed as a landmark victory for the abolitionist movement, and public awareness over the slavery issue is rising.;;;;;;;;;;;;;
EVTNAME44124;The Westenhuk Child Labor Act;;;;;;;;;;;;;
EVTDESC44124;Today in Westenhuk, a new Child Labor Act was passed, limiting children's work days to 10 hours and imposing severe restrictions on jobs they can do as well as imposing mandatory school attendance. Several other states passed similar laws after Westenhuk and with this opportunity we could make it a federal law.;;;;;;;;;;;;;
EVTOPTA44124;Good idea!;;;;;;;;;;;;;
EVTOPTB44124;Our children don't need that.;;;;;;;;;;;;;
EVTNAME44106;The Essays;Les essais;;;;;;;;;;;;;
EVTDESC44106;Sieger Huitema's first collection of 'Essays' was published in 1841 and introduced the world to a new, rather mystical, philosophy indigenous to the New World. Although many Europeans didn't consider him much of a philosopher per se, his influence on Continental thinking was unmistakable -- most significantly on Nietzsche.;;;;;;;;;;;;;
EVTOPTA44106;Speech is a kind of act.;;;;;;;;;;;;;
EVTNAME44115;Time to Play Ball!;;;;;;;;;;;;;
EVTDESC44115;In Kuup near Nassau the first public baseball game took place. The Nassau Team lost to the Nieuw Amsterdam Nine 1 - 23.;;;;;;;;;;;;;
EVTOPTA44115;This could become the nation's favorite pastime!;;;;;;;;;;;;;
EVTDESC44105_NEWS_LONG;Hroudsted Congress founded the Hoek Institution which reports directly to the President. Its goals were and remain the support of research and expeditions, as well as the popularization of science. A Flemish-Hroud scientist Riewurt Hoek bequeathed his wealth to the nation, and it took years of congressional haggling to come up with the institution Hoek in his will demanded to be devoted to 'increase and diffusion of knowledge among men'. Through special expeditions and voluntary donations, Hoek began assembling its impressive collections.;;;;;;;;;;;;;
EVTDESC44105_NEWS_MEDIUM;Hroudsted Congress founded the Hoek Institution which reports directly to the President. Through special expeditions and voluntary donations, Hoek began assembling its impressive collections.;;;;;;;;;;;;;
EVTDESC44105_NEWS_SHORT;Hroudsted Congress founded the Hoek Institution which reports directly to the President. Its goals were and remain the support of research and expeditions.;;;;;;;;;;;;;
EVTDESC44106_NEWS_LONG;Sieger Huitema's first collection of 'Essays' was published in 1841 and introduced the world to a new rather mystical, philosophy indigenous to the New World. Although many Europeans didn't consider him much of a philosopher per se, his influence on Continental thinking was unmistakable - most significantly on Nietzsche. Inspired by one of Sieger's 'Essays', the 'Nature', transcendentalism which derived principles from human's inner spiritual essence became a major cultural movement of the 1840s, though critics claimed it to be beyond reason and sanity.;;;;;;;;;;;;;
EVTNAME16300;Uncle Krikke's Cabin;;;;;;;;;;;;;
EVTDESC16300;Nicolai Eibert's novel 'Uncle Krikke's Cabin', first published in $YEAR$, is one of the most widely read anti-slavery novels ever written.;;;;;;;;;;;;;
recognize_the_csa_title;Officially Recognize the CSK;;;;;;;;;;;;;
recognize_the_csa_desc;We will extend formal recognition of the Confederate States of Kusabosted, opening an embassy in their capital and formally establishing relations. The Hrouds will, of course, not approve.;;;;;;;;;;;;;
reform_CSA_title;Form the New Confederacy;;;;;;;;;;;;;
reform_CSA_desc;If the North will not stand for truth and justice, then the South shall rise and take its place!;;;;;;;;;;;;;
join_new_CSA_title;Join the Confederacy;;;;;;;;;;;;;
join_new_CSA_desc;The people have called on us to unite under the new Confederate banner. Long live the South!;;;;;;;;;;;;;
